PhD,st_abbr,countyname,pollutant,revoked_naaqs,area_name,split,yr1992,yr1993,yr1994,yr1995,yr1996,yr1997,yr1998,yr1999,yr2000,yr2001,yr2002,yr2003,yr2004,yr2005,yr2006,yr2007,yr2008,yr2009,yr2010,yr2011,yr2012,yr2013,yr2014,yr2015,yr2016,yr2017,yr2018,yr2019,yr2020,yr2021,effec_rede,nonattain,class,part,population,fips_state,fips_cnty,pollorder,composid,exportdt
GEORGIA,GA,Forsyth County,8-Hour Ozone (2008),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,,,,,,6/2/17,,Moderate,W,175511,13,117,e,Ozone_8-hr.2008.Atlanta,4/30/22
GEORGIA,GA,Forsyth County,PM-2.5 (1997),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,,,,,,,2/24/16,,Moderate,W,175511,13,117,e,PM-2.5.1997.Atlanta,4/30/22
GEORGIA,GA,Fulton County,1-Hour Ozone (1979),Revoked,"Atlanta, GA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,6/14/05,,Severe-15,W,920581,13,121,C,Ozone_1-hr.1990.Atlanta,4/30/22
GEORGIA,GA,Fulton County,8-Hour Ozone (1997),Revoked,"Atlanta, GA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,,,,,,,,,1/2/14,,Moderate,W,920581,13,121,e,Ozone_8-hr.1997.Atlanta,4/30/22
GEORGIA,GA,Fulton County,8-Hour Ozone (2008),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,,,,,,6/2/17,,Moderate,W,920581,13,121,e,Ozone_8-hr.2008.Atlanta,4/30/22
GEORGIA,GA,Fulton County,8-Hour Ozone (2015),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,920581,13,121,f,Ozone_8-hr.2015.Atlanta,4/30/22
GEORGIA,GA,Fulton County,PM-2.5 (1997),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,,,,,,,2/24/16,,Moderate,W,920581,13,121,e,PM-2.5.1997.Atlanta,4/30/22
GEORGIA,GA,Gwinnett County,1-Hour Ozone (1979),Revoked,"Atlanta, GA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,6/14/05,,Severe-15,W,805321,13,135,C,Ozone_1-hr.1990.Atlanta,4/30/22
GEORGIA,GA,Gwinnett County,8-Hour Ozone (1997),Revoked,"Atlanta, GA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,,,,,,,,,1/2/14,,Moderate,W,805321,13,135,e,Ozone_8-hr.1997.Atlanta,4/30/22
GEORGIA,GA,Gwinnett County,8-Hour Ozone (2008),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,,,,,,6/2/17,,Moderate,W,805321,13,135,e,Ozone_8-hr.2008.Atlanta,4/30/22
GEORGIA,GA,Gwinnett County,8-Hour Ozone (2015),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,805321,13,135,f,Ozone_8-hr.2015.Atlanta,4/30/22
GEORGIA,GA,Gwinnett County,PM-2.5 (1997),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,,,,,,,2/24/16,,Moderate,W,805321,13,135,e,PM-2.5.1997.Atlanta,4/30/22
GEORGIA,GA,Hall County,8-Hour Ozone (1997),Revoked,"Atlanta, GA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,,,,,,,,,1/2/14,,Moderate,W,179684,13,139,e,Ozone_8-hr.1997.Atlanta,4/30/22
GEORGIA,GA,Hall County,PM-2.5 (1997),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,,,,,,,2/24/16,,Moderate,W,179684,13,139,e,PM-2.5.1997.Atlanta,4/30/22
GEORGIA,GA,Heard County,PM-2.5 (1997),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,,,,,,,2/24/16,,Moderate,P,959,13,149,e,PM-2.5.1997.Atlanta,4/30/22
GEORGIA,GA,Henry County,1-Hour Ozone (1979),Revoked,"Atlanta, GA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,6/14/05,,Severe-15,W,203922,13,151,C,Ozone_1-hr.1990.Atlanta,4/30/22
GEORGIA,GA,Henry County,8-Hour Ozone (1997),Revoked,"Atlanta, GA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,,,,,,,,,1/2/14,,Moderate,W,203922,13,151,e,Ozone_8-hr.1997.Atlanta,4/30/22
GEORGIA,GA,Henry County,8-Hour Ozone (2008),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,,,,,,6/2/17,,Moderate,W,203922,13,151,e,Ozone_8-hr.2008.Atlanta,4/30/22
GEORGIA,GA,Henry County,8-Hour Ozone (2015),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,203922,13,151,f,Ozone_8-hr.2015.Atlanta,4/30/22
GEORGIA,GA,Henry County,PM-2.5 (1997),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,,,,,,,2/24/16,,Moderate,W,203922,13,151,e,PM-2.5.1997.Atlanta,4/30/22
GEORGIA,GA,Monroe County,8-Hour Ozone (1997),Revoked,"Macon, GA",FALSE,,,,,,,,,,,,,04,05,06,,,,,,,,,,,,,,,,10/19/07,,Former Subpart 1,P,2576,13,207,g,Ozone_8-hr.1997.Macon,4/30/22
GEORGIA,GA,Monroe County,PM-2.5 (1997),,"Macon, GA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,,,,,,,,,6/12/14,,Former Subpart 1,P,2576,13,207,g,PM-2.5.1997.Macon,4/30/22
GEORGIA,GA,Murray County,8-Hour Ozone (1997),Revoked,"Murray Co (Chattahoochee Nat Forest), GA",FALSE,,,,,,,,,,,,,04,05,06,,,,,,,,,,,,,,,,11/15/07,,Former Subpart 1,P,6231,13,213,g,Ozone_8-hr.1997.Murray_Co,4/30/22
GEORGIA,GA,Muscogee County,Lead (1978),,"Muscogee Co, GA",FALSE,92,93,94,95,96,97,98,,,,,,,,,,,,,,,,,,,,,,,,6/11/99,,,P,189886,13,215,A,Lead.1992.Muscogee_Co,4/30/22
GEORGIA,GA,Newton County,8-Hour Ozone (1997),Revoked,"Atlanta, GA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,,,,,,,,,1/2/14,,Moderate,W,99958,13,217,e,Ozone_8-hr.1997.Atlanta,4/30/22
GEORGIA,GA,Newton County,8-Hour Ozone (2008),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,,,,,,6/2/17,,Moderate,W,99958,13,217,e,Ozone_8-hr.2008.Atlanta,4/30/22
GEORGIA,GA,Newton County,PM-2.5 (1997),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,,,,,,,2/24/16,,Moderate,W,99958,13,217,e,PM-2.5.1997.Atlanta,4/30/22
GEORGIA,GA,Paulding County,1-Hour Ozone (1979),Revoked,"Atlanta, GA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,6/14/05,,Severe-15,W,142324,13,223,C,Ozone_1-hr.1990.Atlanta,4/30/22
GEORGIA,GA,Paulding County,8-Hour Ozone (1997),Revoked,"Atlanta, GA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,,,,,,,,,1/2/14,,Moderate,W,142324,13,223,e,Ozone_8-hr.1997.Atlanta,4/30/22
GEORGIA,GA,Paulding County,8-Hour Ozone (2008),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,,,,,,6/2/17,,Moderate,W,142324,13,223,e,Ozone_8-hr.2008.Atlanta,4/30/22
GEORGIA,GA,Paulding County,PM-2.5 (1997),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,,,,,,,2/24/16,,Moderate,W,142324,13,223,e,PM-2.5.1997.Atlanta,4/30/22
GEORGIA,GA,Putnam County,PM-2.5 (1997),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,,,,,,,2/24/16,,Moderate,P,3904,13,237,e,PM-2.5.1997.Atlanta,4/30/22
GEORGIA,GA,Rockdale County,1-Hour Ozone (1979),Revoked,"Atlanta, GA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,6/14/05,,Severe-15,W,85215,13,247,C,Ozone_1-hr.1990.Atlanta,4/30/22
GEORGIA,GA,Rockdale County,8-Hour Ozone (1997),Revoked,"Atlanta, GA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,,,,,,,,,1/2/14,,Moderate,W,85215,13,247,e,Ozone_8-hr.1997.Atlanta,4/30/22
GEORGIA,GA,Rockdale County,8-Hour Ozone (2008),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,,,,,,6/2/17,,Moderate,W,85215,13,247,e,Ozone_8-hr.2008.Atlanta,4/30/22
GEORGIA,GA,Rockdale County,PM-2.5 (1997),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,,,,,,,2/24/16,,Moderate,W,85215,13,247,e,PM-2.5.1997.Atlanta,4/30/22
GEORGIA,GA,Spalding County,8-Hour Ozone (1997),Revoked,"Atlanta, GA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,,,,,,,,,1/2/14,,Moderate,W,64073,13,255,e,Ozone_8-hr.1997.Atlanta,4/30/22
GEORGIA,GA,Spalding County,PM-2.5 (1997),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,,,,,,,2/24/16,,Moderate,W,64073,13,255,e,PM-2.5.1997.Atlanta,4/30/22
GEORGIA,GA,Walker County,PM-2.5 (1997),,"Chattanooga, TN-GA-AL",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,,,,,,,,,12/19/14,,Moderate,W,68756,13,295,e,PM-2.5.1997.Chattanooga,4/30/22
GEORGIA,GA,Walton County,8-Hour Ozone (1997),Revoked,"Atlanta, GA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,,,,,,,,,1/2/14,,Moderate,W,83768,13,297,e,Ozone_8-hr.1997.Atlanta,4/30/22
GEORGIA,GA,Walton County,PM-2.5 (1997),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,,,,,,,2/24/16,,Moderate,W,83768,13,297,e,PM-2.5.1997.Atlanta,4/30/22
GUAM,GU,Guam,Sulfur Dioxide (1971),,"Piti, GU",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Primary,P,1000,66,010,A,SO2.1978.Piti,4/30/22
GUAM,GU,Guam,Sulfur Dioxide (1971),,"Tanguisson, GU",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Primary,P,1000,66,010,A,SO2.1978.Tanguisson,4/30/22
GUAM,GU,Guam,Sulfur Dioxide (2010),,"Piti-Cabras, GU",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,,P,6116,66,010,A,SO2.2010.Piti-Cabras,4/30/22
IDAHO,ID,Ada County,Carbon Monoxide (1971),,"Boise-Northern Ada County, ID",FALSE,92,93,94,95,96,97,98,99,00,01,,,,,,,,,,,,,,,,,,,,,12/27/02,,Not Classified,P,257440,16,001,D,CO.1990.Boise,4/30/22
IDAHO,ID,Ada County,PM-10 (1987),,"Boise-Northern Ada County, ID",FALSE,,,,,,,,99,00,01,02,,,,,,,,,,,,,,,,,,,,11/26/03,,Moderate,P,240254,16,001,B,PM-10.1990.Boise,4/30/22
IDAHO,ID,Bannock County,PM-10 (1987),,Fort Hall Indian Reservation,FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Moderate,P,315,16,005,B,PM-10.1990.Fort_Hall,4/30/22
IDAHO,ID,Bannock County,PM-10 (1987),,"Portneuf Valley, ID",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,,,,,,,,,,,,,,,,,8/14/06,,Moderate,P,65778,16,005,B,PM-10.1990.Portneuf_Valley,4/30/22
IDAHO,ID,Bonner County,PM-10 (1987),,"Bonner Co (Sandpoint), ID",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,,,,,,,,,,5/3/13,,Moderate,P,40876,16,017,B,PM-10.1990.Sandpoint,4/30/22
IDAHO,ID,Franklin County,PM-2.5 (2006),,"Logan, UT-ID",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,13,14,15,16,17,18,19,20,,6/21/21,,Moderate,P,12523,16,041,e,PM-2.5.2006.Logan,4/30/22
IDAHO,ID,Power County,PM-10 (1987),,Fort Hall Indian Reservation,FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Moderate,P,276,16,077,B,PM-10.1990.Fort_Hall,4/30/22
IDAHO,ID,Power County,PM-10 (1987),,"Portneuf Valley, ID",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,,,,,,,,,,,,,,,,,8/14/06,,Moderate,P,6618,16,077,B,PM-10.1990.Portneuf_Valley,4/30/22
IDAHO,ID,Shoshone County,PM-10 (1987),,"Pinehurst, ID",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,,,,,10/11/18,,Moderate,P,1578,16,079,B,PM-10.1990.Pinehurst,4/30/22
IDAHO,ID,Shoshone County,PM-10 (1987),,"Shoshone Co, ID",FALSE,,,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,,,,,10/11/18,,Moderate,P,9691,16,079,B,PM-10.1990.Shoshone_Co_ex_Pinehurst,4/30/22
IDAHO,ID,Shoshone County,PM-2.5 (2012),,"West Silver Valley, ID",FALSE,,,,,,,,,,,,,,,,,,,,,,,,15,16,17,18,19,20,,12/16/21,,Moderate,P,7497,16,079,B,PM-2.5.2012.West_Silver_Valley,4/30/22
ILLINOIS,IL,Cook County,1-Hour Ozone (1979),Revoked,"Chicago-Gary-Lake County, IL-IN",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Severe-17,W,5194675,17,031,B,Ozone_1-hr.1990.Chicago,4/30/22
ILLINOIS,IL,Cook County,8-Hour Ozone (1997),Revoked,"Chicago-Gary-Lake County, IL-IN",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,,,,,,,,,,,8/13/12,,Moderate,W,5194675,17,031,e,Ozone_8-hr.1997.Chicago,4/30/22
ILLINOIS,IL,Cook County,8-Hour Ozone (2008),,"Chicago-Naperville, IL-IN-WI",TRUE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Serious,W,5194675,17,031,d,Ozone_8-hr.2008.Chicago,4/30/22
ILLINOIS,IL,Cook County,8-Hour Ozone (2015),,"Chicago, IL-IN-WI",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,5194675,17,031,f,Ozone_8-hr.2015.Chicago,4/30/22
ILLINOIS,IL,Cook County,Lead (2008),,"Chicago, IL",FALSE,,,,,,,,,,,,,,,,,,,,11,12,13,14,15,16,17,,,,,3/28/18,,,P,35696,17,031,A,Lead.2008.Chicago,4/30/22
ILLINOIS,IL,Cook County,PM-10 (1987),,"Lyons Twsp., IL",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,11/21/05,,Moderate,P,111688,17,031,B,PM-10.1990.Lyons,4/30/22
ILLINOIS,IL,Cook County,PM-10 (1987),,"Southeast Chicago, IL",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,11/21/05,,Moderate,P,3117,17,031,B,PM-10.1990.Chicago,4/30/22
ILLINOIS,IL,Cook County,PM-2.5 (1997),,"Chicago-Gary-Lake County, IL-IN",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,,,,,,,,,,10/2/13,,Former Subpart 1,W,5194675,17,031,g,PM-2.5.1997.Chicago,4/30/22
ILLINOIS,IL,Cook County,Sulfur Dioxide (2010),,"Lemont, IL",FALSE,,,,,,,,,,,,,,,,,,,,,,13,14,15,16,17,18,19,,,5/26/20,,,P,21113,17,031,A,SO2.2010.Lemont,4/30/22
ILLINOIS,IL,DuPage County,1-Hour Ozone (1979),Revoked,"Chicago-Gary-Lake County, IL-IN",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Severe-17,W,916924,17,043,B,Ozone_1-hr.1990.Chicago,4/30/22
ILLINOIS,IL,DuPage County,8-Hour Ozone (1997),Revoked,"Chicago-Gary-Lake County, IL-IN",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,,,,,,,,,,,8/13/12,,Moderate,W,916924,17,043,e,Ozone_8-hr.1997.Chicago,4/30/22
ILLINOIS,IL,DuPage County,8-Hour Ozone (2008),,"Chicago-Naperville, IL-IN-WI",TRUE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Serious,W,916924,17,043,d,Ozone_8-hr.2008.Chicago,4/30/22
ILLINOIS,IL,DuPage County,8-Hour Ozone (2015),,"Chicago, IL-IN-WI",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,916924,17,043,f,Ozone_8-hr.2015.Chicago,4/30/22
ILLINOIS,IL,DuPage County,PM-2.5 (1997),,"Chicago-Gary-Lake County, IL-IN",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,,,,,,,,,,10/2/13,,Former Subpart 1,W,916924,17,043,g,PM-2.5.1997.Chicago,4/30/22
ILLINOIS,IL,Grundy County,1-Hour Ozone (1979),Revoked,"Chicago-Gary-Lake County, IL-IN",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Severe-17,P,14735,17,063,B,Ozone_1-hr.1990.Chicago,4/30/22
ILLINOIS,IL,Grundy County,8-Hour Ozone (1997),Revoked,"Chicago-Gary-Lake County, IL-IN",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,,,,,,,,,,,8/13/12,,Moderate,P,20519,17,063,e,Ozone_8-hr.1997.Chicago,4/30/22
ILLINOIS,IL,Grundy County,8-Hour Ozone (2008),,"Chicago-Naperville, IL-IN-WI",TRUE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Serious,P,20519,17,063,d,Ozone_8-hr.2008.Chicago,4/30/22
ILLINOIS,IL,Grundy County,8-Hour Ozone (2015),,"Chicago, IL-IN-WI",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,P,19251,17,063,f,Ozone_8-hr.2015.Chicago,4/30/22
ILLINOIS,IL,Grundy County,PM-2.5 (1997),,"Chicago-Gary-Lake County, IL-IN",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,,,,,,,,,,10/2/13,,Former Subpart 1,P,20519,17,063,g,PM-2.5.1997.Chicago,4/30/22
ILLINOIS,IL,Jersey County,1-Hour Ozone (1979),Revoked,"Jersey Co, IL",FALSE,92,93,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/13/95,,Marginal,W,22985,17,083,G,Ozone_1-hr.1990.Jersey_Co,4/30/22
ILLINOIS,IL,Jersey County,8-Hour Ozone (1997),Revoked,"St. Louis, MO-IL",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,,,,,,,,,,,6/12/12,,Moderate,W,22985,17,083,e,Ozone_8-hr.1997.St_Louis,4/30/22
ILLINOIS,IL,Kane County,1-Hour Ozone (1979),Revoked,"Chicago-Gary-Lake County, IL-IN",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Severe-17,W,515269,17,089,B,Ozone_1-hr.1990.Chicago,4/30/22
ILLINOIS,IL,Kane County,8-Hour Ozone (1997),Revoked,"Chicago-Gary-Lake County, IL-IN",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,,,,,,,,,,,8/13/12,,Moderate,W,515269,17,089,e,Ozone_8-hr.1997.Chicago,4/30/22
ILLINOIS,IL,Kane County,8-Hour Ozone (2008),,"Chicago-Naperville, IL-IN-WI",TRUE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Serious,W,515269,17,089,d,Ozone_8-hr.2008.Chicago,4/30/22
ILLINOIS,IL,Kane County,8-Hour Ozone (2015),,"Chicago, IL-IN-WI",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,515269,17,089,f,Ozone_8-hr.2015.Chicago,4/30/22
ILLINOIS,IL,Kane County,PM-2.5 (1997),,"Chicago-Gary-Lake County, IL-IN",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,,,,,,,,,,10/2/13,,Former Subpart 1,W,515269,17,089,g,PM-2.5.1997.Chicago,4/30/22
ILLINOIS,IL,Kendall County,1-Hour Ozone (1979),Revoked,"Chicago-Gary-Lake County, IL-IN",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Severe-17,P,30355,17,093,B,Ozone_1-hr.1990.Chicago,4/30/22
ILLINOIS,IL,Kendall County,8-Hour Ozone (1997),Revoked,"Chicago-Gary-Lake County, IL-IN",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,,,,,,,,,,,8/13/12,,Moderate,P,52377,17,093,e,Ozone_8-hr.1997.Chicago,4/30/22
ILLINOIS,IL,Kendall County,8-Hour Ozone (2008),,"Chicago-Naperville, IL-IN-WI",TRUE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Serious,P,52377,17,093,d,Ozone_8-hr.2008.Chicago,4/30/22
ILLINOIS,IL,Kendall County,8-Hour Ozone (2015),,"Chicago, IL-IN-WI",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,P,49334,17,093,f,Ozone_8-hr.2015.Chicago,4/30/22
ILLINOIS,IL,Kendall County,PM-2.5 (1997),,"Chicago-Gary-Lake County, IL-IN",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,,,,,,,,,,10/2/13,,Former Subpart 1,P,52377,17,093,g,PM-2.5.1997.Chicago,4/30/22
ILLINOIS,IL,LaSalle County,PM-10 (1987),,"Oglesby, IL",FALSE,92,93,94,95,,,,,,,,,,,,,,,,,,,,,,,,,,,10/7/96,,Moderate,P,3862,17,099,B,PM-10.1990.Oglesby,4/30/22
ILLINOIS,IL,Lake County,1-Hour Ozone (1979),Revoked,"Chicago-Gary-Lake County, IL-IN",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Severe-17,W,703462,17,097,B,Ozone_1-hr.1990.Chicago,4/30/22
ILLINOIS,IL,Lake County,8-Hour Ozone (1997),Revoked,"Chicago-Gary-Lake County, IL-IN",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,,,,,,,,,,,8/13/12,,Moderate,W,703462,17,097,e,Ozone_8-hr.1997.Chicago,4/30/22
ILLINOIS,IL,Lake County,8-Hour Ozone (2008),,"Chicago-Naperville, IL-IN-WI",TRUE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Serious,W,703462,17,097,d,Ozone_8-hr.2008.Chicago,4/30/22
ILLINOIS,IL,Lake County,8-Hour Ozone (2015),,"Chicago, IL-IN-WI",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,703462,17,097,f,Ozone_8-hr.2015.Chicago,4/30/22
ILLINOIS,IL,Lake County,PM-2.5 (1997),,"Chicago-Gary-Lake County, IL-IN",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,,,,,,,,,,10/2/13,,Former Subpart 1,W,703462,17,097,g,PM-2.5.1997.Chicago,4/30/22
ILLINOIS,IL,Madison County,1-Hour Ozone (1979),Revoked,"St. Louis, MO-IL",FALSE,92,93,94,95,96,97,98,99,00,01,02,,,,,,,,,,,,,,,,,,,,5/12/03,,Serious,W,269282,17,119,D,Ozone_1-hr.1990.St_Louis,4/30/22
ILLINOIS,IL,Madison County,8-Hour Ozone (1997),Revoked,"St. Louis, MO-IL",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,,,,,,,,,,,6/12/12,,Moderate,W,269282,17,119,e,Ozone_8-hr.1997.St_Louis,4/30/22
ILLINOIS,IL,Madison County,8-Hour Ozone (2008),,"St. Louis-St. Charles-Farmington, MO-IL",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,,,,,3/1/18,,Marginal,W,269282,17,119,f,Ozone_8-hr.2008.St_Louis,4/30/22
ILLINOIS,IL,Madison County,8-Hour Ozone (2015),,"St. Louis, MO-IL",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,269282,17,119,f,Ozone_8-hr.2015.St_Louis,4/30/22
ILLINOIS,IL,Madison County,Lead (2008),,"Granite City, IL",FALSE,,,,,,,,,,,,,,,,,,,10,11,12,13,14,15,16,17,,,,,3/28/18,,,P,38901,17,119,A,Lead.2008.Granite_City,4/30/22
ILLINOIS,IL,Madison County,PM-10 (1987),,"Granite City, Nameoki Twsp, IL",FALSE,92,93,94,95,96,97,,,,,,,,,,,,,,,,,,,,,,,,,5/11/98,,Moderate,P,35652,17,119,B,PM-10.1990.Granite_City,4/30/22
ILLINOIS,IL,Madison County,PM-2.5 (1997),,"St. Louis, MO-IL",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,16,17,18,,,,5/28/19,,Moderate,W,269282,17,119,e,PM-2.5.1997.St_Louis,4/30/22
ILLINOIS,IL,Madison County,Sulfur Dioxide (2010),,"Alton Township, IL",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,16,17,18,19,20,21,  -   -,Yes,,P,0,17,119,A,SO2.2010.Alton,4/30/22
ILLINOIS,IL,McHenry County,1-Hour Ozone (1979),Revoked,"Chicago-Gary-Lake County, IL-IN",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Severe-17,W,308760,17,111,B,Ozone_1-hr.1990.Chicago,4/30/22
